cod_persona;genero;client_type;edad;tx_incomes_frec;net_login_frec;office_visit_frec;weeks_a_nomina;nomina_time
1275;M;OFICINA;0.253333333;0.0875;0.005540166;0.053741497;31;0
1276;M;ONLINE;0.133333333;0.1;0.066481994;0;31;0
1277;V;OFICINA;0.16;0.05;0.002770083;0.010204082;31;0
1278;M;ONLINE;0.106666667;0.075;0.290858726;0;31;0
1279;V;OFICINA;0.2;0.0375;0;0.008843537;31;0
1280;M;OFICINA;0.093333333;0;0.005540166;0.013605442;31;0
1281;V;ONLINE;0.32;0;0.002770083;0.000680272;31;0
1282;M;OFICINA;0.226666667;0.0875;0;0.008843537;31;0
1283;M;ONLINE;0.346666667;0.0375;0.052631579;0.002040816;31;0
1284;V;OFICINA;0.213333333;0.0125;0.002770083;0.036054422;31;0
1285;V;OFICINA;0.493333333;0.1375;0;0.030612245;31;0
1286;M;OFICINA;0.76;0.0125;0.002770083;0.03537415;31;0
1287;M;ONLINE;0.386666667;0.0625;0.016620499;0;31;0
1288;M;OFICINA;0.533333333;0;0;0.00952381;31;0
1289;V;OFICINA;0.306666667;0;0.027700831;0.016326531;31;0
1290;V;OFICINA;0.8;0.0625;0;0.023129252;31;0
1291;V;ONLINE;0.16;0.0875;0.038781163;0;31;0
1292;V;OFICINA;0.306666667;0;0;0.008163265;31;0
1293;V;OFICINA;0.453333333;0;0;0.019727891;31;0
1294;V;OFICINA;0.24;0.025;0.041551247;0.011564626;31;0
1295;V;OFICINA;0.12;0;0;0.008163265;31;0
1296;V;OFICINA;0.026666667;0;0.008310249;0.008163265;31;0
1297;V;OFICINA;0.013333333;0;0.027700831;0.017006803;31;0
1298;V;OFICINA;0.226666667;0.0125;0.016620499;0.014965986;31;0
1299;M;ONLINE;0.44;0;0;0;31;0
1300;V;OFICINA;0.72;0;0.005540166;0.052380952;31;0
1301;M;OFICINA;0.146666667;0.0875;0.08033241;0.044897959;31;0
1302;V;OFICINA;0.093333333;0.0125;0;0.008843537;31;0
1303;M;OFICINA;0.013333333;0;0;0.010204082;31;0
1304;V;OFICINA;0.466666667;0.025;0;0.010884354;31;0
1305;M;OFICINA;0.28;0.0625;0.806094183;0.044897959;31;0
1306;V;OFICINA;0.32;0.15;0;0.048979592;31;0
1307;V;OFICINA;0.066666667;0.1;0.002770083;0.014285714;31;0
1308;M;OFICINA;0.493333333;0.0125;0;0.037414966;31;0
1309;V;OFICINA;0.026666667;0;0.005540166;0.010884354;31;0
1310;M;OFICINA;0.2;0;0;0.014965986;31;0
1311;V;OFICINA;0.106666667;0.15;0.005540166;0.021768707;31;0
1312;M;OFICINA;0.16;0;0.141274238;0.017006803;31;0
1313;V;OFICINA;0.146666667;0;0.049861496;0.012244898;31;0
1314;V;OFICINA;0.013333333;0.1;0.013850416;0.012244898;31;0
1315;V;OFICINA;0.546666667;0;0.027700831;0.015646259;31;0
1316;M;OFICINA;0.28;0.025;0.094182825;0.029251701;31;0
1317;V;OFICINA;0.173333333;0.1;0.016620499;0.034693878;31;0
1318;V;OFICINA;0.12;0.1375;0.069252078;0.00952381;31;0
1319;V;OFICINA;0.066666667;0;0.005540166;0.00952381;31;0
1320;M;OFICINA;0.226666667;0.125;0.049861496;0.018367347;31;0
1321;V;OFICINA;0.373333333;0;0.002770083;0.026530612;31;0
1322;M;OFICINA;0.08;0;0.005540166;0.008163265;31;0
1323;V;OFICINA;0.786666667;0.0125;0;0.032653061;31;0
1324;M;OFICINA;0.066666667;0.05;0.049861496;0.01292517;31;0
1325;V;OFICINA;0.546666667;0.1;0;0.010204082;31;0
1326;M;OFICINA;0.12;0;0.041551247;0.013605442;31;0
1327;V;OFICINA;0.866666667;0;0;0.024489796;31;0
1328;V;OFICINA;0.04;0.025;0;0.006802721;31;0
1329;M;OFICINA;0.413333333;0;0;0.036734694;31;0
1330;V;OFICINA;0.56;0;0;0.030612245;31;0
1331;M;OFICINA;0.146666667;0;0.005540166;0.028571429;31;0
1332;M;OFICINA;0.52;0;0.005540166;0.032653061;31;0
1333;M;OFICINA;0.013333333;0.0125;0;0.004761905;31;0
1334;M;OFICINA;0.293333333;0.075;0.047091413;0.011564626;31;0
1335;V;OFICINA;0.64;0.05;1;0.034013605;31;0
1336;M;OFICINA;0;0;0;0.008163265;31;0
1337;V;ONLINE;0.453333333;0.0625;0.171745152;0.001360544;31;0
1338;M;OFICINA;0.466666667;0.0125;0.052631579;0.034693878;31;0
1339;V;OFICINA;0.466666667;0;0.002770083;0.02244898;31;0
1340;V;OFICINA;0.56;0;0.11634349;0.014285714;31;0
1341;M;OFICINA;0.693333333;0;0.013850416;0.010204082;31;0
1342;M;OFICINA;0.08;0.0125;0.047091413;0.006122449;31;0
1343;M;OFICINA;0.213333333;0.075;0.002770083;0.014285714;31;0
1344;M;OFICINA;0.586666667;0;0.008310249;0.028571429;31;0
1345;V;OFICINA;0.466666667;0;0.005540166;0.029931973;31;0
1346;M;OFICINA;0.293333333;0.0875;0.03601108;0.036054422;31;0
1347;M;OFICINA;0.253333333;0.025;0;0.036054422;31;0
1348;M;OFICINA;0.013333333;0.0125;0;0.007482993;31;0
1349;V;OFICINA;0.093333333;0.025;0.008310249;0.019047619;31;0
1350;V;OFICINA;0.106666667;0;0.005540166;0.008843537;31;0
1351;M;OFICINA;0.04;0;0.096952909;0.013605442;31;0
1352;V;OFICINA;0.413333333;0.0875;0.008310249;0.053741497;31;0
1353;M;OFICINA;0.026666667;0;0.002770083;0.014965986;31;0
1354;M;OFICINA;0.133333333;0.0625;0;0.023809524;31;0
1355;M;OFICINA;0.44;0.0625;0;0.015646259;31;0
1356;V;OFICINA;0.586666667;0;0.157894737;0.006802721;31;0
1357;M;OFICINA;0.12;0;0.005540166;0.026530612;31;0
1358;M;OFICINA;0.053333333;0.05;0;0.007482993;31;0
1359;M;ONLINE;0.12;0.05;0.216066482;0;31;0
1360;V;OFICINA;0.133333333;0.0875;0;0.017006803;31;0
1361;M;OFICINA;0.2;0.075;0.008310249;0.014285714;31;0
1362;V;ONLINE;0.2;0.05;0;0;31;0
1363;V;OFICINA;0.24;0;0.088642659;0.017006803;31;0
1364;V;OFICINA;0.413333333;0;0;0.036734694;31;0
1365;M;ONLINE;0.146666667;0.05;0.019390582;0.000680272;31;0
1366;M;ONLINE;0.24;0.025;0.052631579;0;31;0
1367;V;ONLINE;0.133333333;0.0875;0.091412742;0;31;0
1368;V;ONLINE;0.12;0;0.019390582;0.007482993;31;0
1369;M;ONLINE;0.133333333;0.0125;0.016620499;0.008843537;31;0
1370;M;ONLINE;0.16;0.0375;0.180055402;0.002040816;31;0
1371;M;OFICINA;0.906666667;0.0125;0;0.014285714;31;0
1372;V;OFICINA;0.12;0.0125;0.019390582;0.016326531;31;0
1373;M;ONLINE;0.426666667;0.05;0.235457064;0.000680272;31;0
1374;M;OFICINA;0.146666667;0.025;0.055401662;0.006122449;31;0
1375;M;OFICINA;0.266666667;0.0375;0.030470914;0.032653061;31;0
1376;V;OFICINA;0.373333333;0;0.008310249;0.036734694;31;0
1377;V;OFICINA;0.026666667;0;0.005540166;0.024489796;31;0
1378;V;OFICINA;0.746666667;0.0125;0.005540166;0.019727891;31;0
1379;V;OFICINA;0.013333333;0;0.066481994;0.010204082;31;0
1380;M;OFICINA;0.573333333;0;0.008310249;0.015646259;31;0
1381;M;ONLINE;0.4;0.0375;0.066481994;0.000680272;31;0
1382;V;ONLINE;0.266666667;0.075;0.033240997;0.004761905;31;0
1383;M;OFICINA;0.013333333;0.0375;0;0.01292517;31;0
1384;M;OFICINA;0.106666667;0.0125;0.002770083;0.014285714;31;0
1385;V;OFICINA;0.333333333;0;0.011080332;0.031972789;31;0
1386;V;OFICINA;0.253333333;0.0375;0.002770083;0.014965986;31;0
1387;V;ONLINE;0.173333333;0;0.191135734;0;31;0
1388;V;OFICINA;0.013333333;0.0125;0.005540166;0.01292517;31;0
1389;V;OFICINA;0.466666667;0.0125;0.002770083;0.029251701;31;0
1390;V;OFICINA;0.173333333;0.0125;0.030470914;0.00952381;31;0
1391;V;ONLINE;0.133333333;0.05;0.088642659;0;31;0
1392;M;OFICINA;0.56;0.025;0.274238227;0.031972789;31;0
1393;V;OFICINA;0.466666667;0;0.002770083;0.010884354;31;0
1394;V;OFICINA;0.24;0;0.008310249;0.012244898;31;0
1395;V;ONLINE;0.106666667;0.05;0.074792244;0;31;0
1396;M;ONLINE;0.066666667;0.025;0.08033241;0;31;0
1397;V;ONLINE;0.186666667;0.0375;0.013850416;0;31;0
1398;V;OFICINA;0.653333333;0;0.213296399;0.055102041;31;0
1399;V;ONLINE;0.36;0.0375;0.060941828;0;31;0
1400;V;OFICINA;0.026666667;0.0125;0.002770083;0.020408163;31;0
1401;V;OFICINA;0.333333333;0;0.005540166;0.021088435;31;0
1402;M;ONLINE;0.12;0.0375;0.047091413;0;31;0
1403;V;OFICINA;0.12;0;0.016620499;0.026530612;31;0
1404;V;OFICINA;0.106666667;0.0125;0.063711911;0.020408163;31;0
1405;V;ONLINE;0.386666667;0.0375;0.013850416;0.001360544;31;0
1406;V;OFICINA;0.533333333;0.05;0.008310249;0.019727891;31;0
1407;V;OFICINA;0.146666667;0;0.005540166;0.008163265;31;0
1408;M;OFICINA;0.026666667;0;0;0.00952381;31;0
